Prod_Id,Name,Brand,Category,Price,Stock,Color,Size,Availability,Cus_id
964,Silent Printer Rechargeable Prime Advanced,"Mcneil, Pugh and Cox",Books & Stationery,383,112,SlateGray,XXL,discontinued,41
965,Clean Printer Fan Smart,"Mosley, Cobb and Lucero",Laptops & Computers,235,317,Snow,XL,backorder,2
966,Wireless Projector Freezer Automatic Smart,"Fowler, Hunter and Hodges",Team Sports,544,228,IndianRed,15x20 cm,discontinued,61
967,Premium Mixer Vacuum X Clean,"Schneider, Huber and Dougherty",Women's Clothing,774,977,Lavender,30x40 cm,in_stock,4
968,Compact Keyboard Air Edge Go,Lowery Ltd,Bedding & Bath,497,99,DarkSalmon,Extra Large,discontinued,26
969,Rechargeable Printer Fast,Marshall-Wise,Fitness Equipment,53,785,AliceBlue,8x10 in,out_of_stock,84
970,Fast Treadmill Advanced Wireless,Hodges-Gutierrez,Cleaning Supplies,506,415,GhostWhite,100x200 mm,limited_stock,53
971,Smart Shaver Smart Sense Clean,Garcia-Crawford,Shoes & Footwear,272,443,CornflowerBlue,5x7 in,in_stock,95
972,Silent Treadmill Clean Rechargeable,Moon-Hebert,Shoes & Footwear,709,809,SlateBlue,Small,out_of_stock,29
973,Microphone Lamp Speaker,"Hoffman, Bender and Jackson",Clothing & Apparel,14,559,MidnightBlue,10x10 cm,discontinued,6
974,Treadmill,Paul-Gates,Home & Kitchen,501,367,BlueViolet,Small,discontinued,29
975,Smart Microphone Cooler Silent Sense Advanced,Saunders-Patel,Smartphones,760,9,PaleVioletRed,Extra Large,out_of_stock,14
976,Smart Scanner Drone Mini Prime Mini,Ray-Bullock,Cycling,674,999,OldLace,S,out_of_stock,75
977,Clean Keyboard Toaster Monitor,Bennett-Wiggins,Furniture,102,199,LightSkyBlue,12x18 in,discontinued,55
978,Rechargeable Cooker X,"Gentry, Elliott and Aguirre",Fragrances,80,529,Lime,Small,backorder,46
979,Compact Fan Iron Cooker Go Mini,Bray-Cowan,Smartphones,993,357,DarkTurquoise,100x200 mm,in_stock,28
980,Smart Watch Mini Silent Plus,Mcfarland-Lopez,Cleaning Supplies,93,93,Lime,Small,out_of_stock,48
981,Premium Router Lamp Eco Fast Advanced,Smith-Garrison,Team Sports,648,871,DarkViolet,XL,backorder,84
982,Scale Clock,Bush-Weeks,Camping & Hiking,249,382,MediumOrchid,XS,out_of_stock,79
983,Portable Scooter X Plus,Mcdonald LLC,Home Decor,453,136,Moccasin,100x200 mm,out_of_stock,95
984,Premium Camera Router Fan Max Compact Prime,"Fisher, Chan and Ashley",Men's Clothing,897,237,LightGreen,15x20 cm,backorder,37
985,Premium Cooler Treadmill,"Francis, Holloway and Glenn",Cycling,505,709,LavenderBlush,L,backorder,86
986,Advanced Stove Monitor Tablet,Bond PLC,Cleaning Supplies,471,65,LightSlateGray,8x10 in,pre_order,58
987,Advanced Projector Compact Sense Mini,Mcintosh Inc,Toys & Games,179,106,Lavender,Large,backorder,66
988,Portable Webcam Stove Grill Edge Premium,"Lang, Paul and Silva",Skincare,437,264,DarkOrange,XXL,out_of_stock,89
989,Blender Treadmill Tablet,"George, Oconnor and Gray",Fitness Equipment,754,442,Linen,100x200 mm,discontinued,7
990,Advanced Heater Ultra Wireless Go,"Daugherty, Cooper and Gardner",Books & Stationery,518,5,MediumAquaMarine,30x40 cm,in_stock,76
991,Pro Fan Wireless Prime,"Flynn, Ayers and Duffy",Furniture,622,928,DeepSkyBlue,XXL,discontinued,29
992,Compact Radio Light Fan Sense,"Reed, Sheppard and Irwin",Shoes & Footwear,944,462,LimeGreen,50x70 cm,backorder,1
993,Smart Radio,Mueller-Steele,Home Decor,660,826,DarkMagenta,10x10 cm,pre_order,30
994,Portable Clock Drone Charger Clean Ultra,Ruiz Group,"Accessories (Bags, Hats, Belts)",562,925,LightSalmon,30x40 cm,in_stock,81
995,Compact Scale Headphones Sense Prime,Fuentes-Curtis,Sports & Outdoors,537,801,RoyalBlue,M,in_stock,59
996,Silent Router Phone Portable Automatic,Huffman Group,Toys & Games,903,737,MediumAquaMarine,XL,limited_stock,33
997,Digital Treadmill Clean Go,Woodward Group,Toys & Games,8,330,PaleVioletRed,Medium,out_of_stock,9
998,Wireless Vacuum Shaver,Ramos-Cardenas,Beauty & Personal Care,615,630,PaleVioletRed,Extra Large,pre_order,4
999,Portable Cooker Brush 360 Digital Mini,Hooper-Bender,Men's Clothing,811,566,LightGreen,S,in_stock,65
1000,Smart Watch Edge Digital Sense,Campos Inc,Kitchen Appliances,867,769,Gainsboro,50x70 cm,limited_stock,10
